near_earth,potentially_hazardous,absolute_magnitude_parameter,epoch,eccentricity,semi_major_axis,perihelion_distance,inclination,om,w,ma,ad,n,tp,per,per_y,moid_ld,sigma_i,sigma_w,class,rms
N,N,16.6,2459000.5,0.2116677607140033,2.378959134904941,1.875410181989489,5.592003329691023,178.454991041141,94.40120293409244,52.52775709718927,2.882508087820391,0.2686108808520241,2458804.9466518606,1340.228656628104,3.66934608248625,338.39382259,7.6516e-06,5.62e-05,MBA,0.59433
N,N,19.337,2459000.5,0.1594696593959428,2.45738206135939,2.065504181028709,14.66196959566006,341.0325786863716,351.2618330905873,182.8513038278277,2.849259941690072,0.2558556715593897,2459692.877445036,1407.043267033602,3.85227451617687,411.2709643,0.055773,0.45934,MBA,0.50895
N,N,17.357,2459000.5,0.151376638696478,2.99953199837518,2.545472926798616,11.47861016399509,282.561411121363,172.1002287256835,82.83327658240829,3.453591069951744,0.1897246782581595,2458563.902729983,1897.486417186834,5.19503468086744,608.1909843,0.04005,0.4708,MBA,0.37854
N,N,19.094,2455829.5,0.09356713869597157,1.893289851252914,1.716140137149057,23.39112917285976,339.6671896887772,286.8060971180604,84.22924316817586,2.070439565356771,0.3783366495431008,2455606.869590628,951.5335097320202,2.60515676860238,305.55643633,0.93638,1.2041,IMB,0.37738
N,N,16.5,2459000.5,0.06558648810211237,3.149118720706623,2.942579083198858,9.458204226316004,214.457931528283,16.56162103823285,243.557409413188,3.355658358214388,0.1763682977862719,2459660.7240428035,2041.183163406488,5.58845493061325,752.65478,3.3393e-05,0.00015155,MBA,0.566
N,N,17.5,2459000.5,0.05804106836183218,2.723618675540856,2.565536937802226,5.842548816985068,141.6068056666502,227.3103213004102,183.8794823737151,2.881700413279486,0.2192727275007134,2459803.703023165,1641.791043069088,4.49497889957314,610.0395418,9.9008e-06,9.1617e-05,MBA,0.64352
N,N,16.3,2459000.5,0.255440494261263,3.188611975702488,2.374111356621663,25.95594237200985,172.8949472700249,106.4755252844112,32.6648191962068,4.003112594783314,0.1731017922958291,2458811.7970480374,2079.701170192183,5.69391148581022,582.3384212,8.0123e-06,2.7698e-05,MBA,0.56481
N,N,17.9,2459000.5,0.2061401048172495,2.311266607808246,1.834821867014045,4.742491908872909,301.9507635488955,312.4579421003914,233.3823673611293,2.787711348602447,0.2804975076087649,2459451.903770815,1283.433863883469,3.51385041446535,320.70137605,1.0448e-05,0.00074571,MBA,0.51692
N,N,15.5,2459000.5,0.2396781563042666,3.072095802039977,2.335781544216958,11.86170544348849,23.24998687841638,329.2840033240825,280.4202679539793,3.808410059862996,0.1830425011967576,2459435.260951832,1966.75634153964,5.38468539778136,521.6162261,8.2537e-06,3.6474e-05,MBA,0.55447
N,N,17.2,2459000.5,0.05857080727282639,2.704385160236418,2.545987138224719,14.64778893893745,156.9599138393339,323.3842833453002,24.57323737350297,2.862783182248117,0.2216160743587647,2458889.6179827787,1624.430903947931,4.44744942901555,611.6312471,1.1092e-05,0.00011451,MBA,0.76702
N,N,15.9,2459000.5,0.04365876201431162,2.936380077237596,2.808181358261914,5.478589056768368,22.98593291049792,274.772490051097,54.89225070786318,3.064578796213278,0.1958780043547242,2458720.2630694234,1837.878638726888,5.03183747769169,700.3347652,6.4575e-06,9.6667e-05,MBA,0.61114
N,N,18.1,2459000.5,0.2075050193053014,2.406185252749157,1.906889735425312,5.940844062225527,165.5537276125268,106.4326871179375,348.46453073924,2.905480770073003,0.2640647814372061,2459044.1842398974,1363.301830863829,3.73251699072917,350.71844732,1.633e-05,0.00014056,MBA,0.58948
N,N,14.8,2459000.5,0.1966208619939927,3.136669184452848,2.519934585615735,16.98034370304284,58.76037189370243,65.23034563119872,291.0195627724824,3.753403783289961,0.177419355764961,2459389.29882598,2029.090898497656,5.55534811361439,618.39113,5.0141e-06,2.6652e-05,MBA,0.64401
N,N,16.6,2459000.5,0.2041146235132437,2.725110124726451,2.168875297585783,8.733110442897441,0.4334260907053458,96.659931660011,292.3185309837934,3.28134495186712,0.2190927406201095,2459309.416985677,1643.139790853287,4.49867156975575,469.377937,8.0892e-06,4.9636e-05,MBA,0.5148
N,N,18.4,2459000.5,0.1606116179371409,2.546678077438811,2.137651991056317,5.345659007104218,92.9855256406171,284.8957484091487,257.2498825032536,2.955704163821306,0.2425174534159048,2459424.1813311763,1484.42924387227,4.0641457737776,446.4752825,0.00020185,0.010195,MBA,0.47162
N,N,15.9,2459000.5,0.1457909468952131,2.649718843385247,2.263413824202023,10.08284546069828,163.9951561323875,173.5984954476657,229.1080894334492,3.036023862568471,0.2285095644691065,2459573.307142102,1575.426397736933,4.31328240311275,488.3149492,7.6956e-06,2.689e-05,MBA,0.59014
N,N,16.3,2459000.5,0.05904982148001906,3.146532758512267,2.960730560841086,9.539962300799283,13.34910588475441,74.72989420592447,301.929129727042,3.332334956183448,0.1765857635555786,2459329.3536352175,2038.669441699889,5.5815727356602,776.4603089,9.2361e-06,9.9415e-05,MBA,0.70042
N,N,16.2,2459000.5,0.120236940091815,2.421594047060886,2.130428988697731,2.623428875254975,16.19303998757524,141.7714605820362,50.39315760364939,2.712759105424041,0.2615483974597764,2458807.8275994305,1376.418297708609,3.76842791980454,443.7160672,4.4858e-06,7.1778e-05,MBA,0.52523
Y,N,23.2,2454588.5,0.2294443014917608,1.414170594118894,1.089697209961096,16.69886711370561,36.11964909155779,138.4173863515319,27.83743771875514,1.738643978276692,0.5860725359374558,2454541.0017194767,614.2584371816023,1.68174794574018,49.7320343,0.19289,0.19549,AMO,0.41993
N,N,16.315,2453768.5,0.3502413628408725,2.516209157144226,1.634928632753349,7.734061715947367,270.3040400629756,92.60151479189724,93.60117532751316,3.397489681535102,0.2469357482105666,2453389.4492711937,1457.86911214257,3.99142809621511,254.47398213,1.5391,24.33,MCA,0.54782
N,N,18.7,2459000.5,0.04084703345492347,1.96503831024162,1.884772324642974,23.48631920805301,76.90874234558576,128.7518883194604,88.85887799593691,2.045304295840265,0.3578059360088576,2458752.1562218415,1006.131994386723,2.75463927279048,348.1086733,2.045e-05,0.00063132,IMB,0.69183
N,N,17.0,2459000.5,0.165307405845141,2.308323001401743,1.926740114187351,6.344891312974605,179.3976449267496,239.1693781512455,198.49973411377,2.689905888616134,0.2810342202559223,2459575.1640595556,1280.982791605122,3.50713974429876,368.68953958,5.69e-06,4.6173e-05,MBA,0.58395
N,N,16.1,2459000.5,0.1684596720105528,2.39091765054598,1.988144447330763,2.330375351157541,121.1653253124449,153.6315659355094,93.07209349298296,2.793690853761197,0.2665981593904229,2458651.3899622345,1350.346907207239,3.69704834279874,378.31488119,3.8608e-06,0.00016215,MBA,0.59809
N,N,17.013,2459000.5,0.06382263496473552,3.084717768642913,2.887842952525583,2.588487908440935,41.14521826503638,48.24114895561854,105.2694465619429,3.281592584760243,0.1819201985103308,2458421.8427237654,1978.889661224487,5.41790461663104,741.4233338,1.2316e-05,0.00027995,MBA,0.69098
N,N,18.262,2459000.5,0.2538522229198348,2.615982736230653,1.95190970351859,12.8280732004261,66.90581202850787,333.2398249828464,68.54477865858675,3.280055768942716,0.2329441259414975,2458706.245837627,1545.434977357668,4.23117036922017,377.38709991,0.00018042,0.0049644,MBA,0.4441
N,N,17.4,2459000.5,0.1335677078757407,2.393076833891958,2.073439046418475,7.427370713287627,328.5861888248653,194.7088054624598,155.951633316853,2.712714621365442,0.2662374285303613,2458414.7385081705,1352.176521487647,3.7020575536965,421.3349005,8.4947e-06,5.7781e-05,MBA,0.55462
N,N,16.4,2459000.5,0.09063263849211062,2.292031552027214,2.084298684959821,5.278093059202565,187.6165641976716,326.0160280412132,327.7319073634498,2.499764419094608,0.2840358680174316,2459114.1056965683,1267.445560706109,3.47007682602631,426.5731287,4.6032e-06,5.3802e-05,MBA,0.56637
N,N,18.875,2453768.5,0.1883553384752595,2.450245874675458,1.988728983603354,7.690843158248595,339.8361959264527,227.2770805097948,311.6632377380006,2.911762765747562,0.2569742302827229,2453956.599648003,1400.91868201698,3.83550631626825,387.02294911,2.2987,51.878,MBA,0.50676
N,N,18.8,2459000.5,0.1581348539176005,2.341954056475675,1.971609493873162,2.911411980447119,61.87395555863987,316.1215896144818,170.8959436077479,2.712298619078187,0.2750024211319123,2458379.0656762426,1309.079383804102,3.58406402136647,379.37342359,5.9547e-06,0.00014095,MBA,0.51896
N,N,16.2,2459000.5,0.2657607895705119,2.57244539038908,1.888790272312254,16.9045348231734,104.0499998533374,261.7060897974715,64.43996950020613,3.256100508465905,0.2388827708301937,2458730.7443818934,1507.015339569636,4.12598313366088,377.5026834,5.3574e-06,2.7716e-05,MBA,0.523
N,N,18.2,2459000.5,0.308604089080892,3.090486985889856,2.136750064792965,20.57038832499284,50.82050683168856,312.0273429628182,193.7606286225105,4.044223906986748,0.1814110325493025,2459916.8685859754,1984.443806647547,5.43311103804941,462.7581553,0.0051538,0.013214,MBA,0.62023
N,N,16.4,2459000.5,0.05950322100517294,2.750732500343963,2.587055056449885,2.518851571813791,28.27807224588408,256.080977417277,73.20292481870422,2.914409944238042,0.2160386903068138,2458661.6582642226,1666.368183813442,4.56226744370552,611.8219404,7.8283e-06,0.00014953,MBA,0.53741
N,N,15.9,2459000.5,0.216033835905345,3.152303477867435,2.471299265605973,15.16073280281591,234.6951664648607,308.5794955052556,305.0562223293005,3.833307690128897,0.17610108923015,2459312.501350536,2044.280370858517,5.59693462247369,584.7863005,2.9224e-05,9.6842e-05,MBA,0.41134
N,N,15.8,2459000.5,0.1031986741542764,3.121877098319031,2.799703520899907,4.79364306329758,357.5199623228608,126.985704035862,120.9414442475984,3.444050675738154,0.1786818215490685,2458323.6463436005,2014.754477422534,5.51609713188921,707.6628363,7.0927e-06,8.2199e-05,MBA,0.61793
N,N,15.9,2459000.5,0.04978041055681819,2.803314463404583,2.663764318496436,2.316769972486716,269.7553771720366,201.2605644536368,341.7953345271122,2.942864608312729,0.2099889042298532,2459087.193463827,1714.376296787306,4.69370649359974,654.0313186,4.9816e-06,0.00013339,MBA,0.54032
N,N,16.8,2459000.5,0.2569151075049228,2.642866774211407,1.963874372793695,13.79051721674302,357.9600996143527,337.0438388138387,62.38876848632977,3.321859175629119,0.2293988134817143,2458728.5336042745,1569.319363670973,4.29656225508822,374.59986437,1.1349e-05,3.9209e-05,MBA,0.53627
N,N,15.3,2459000.5,0.09796779227558064,3.02477421926221,2.728443766868998,12.81384385646437,75.0857808939963,343.9337722293888,22.21333599875392,3.321104671655422,0.1873547161266265,2458881.937006455,1921.488860502922,5.26074978919349,678.6657796,7.4177e-06,4.13e-05,MBA,0.5838
N,N,16.8,2459000.5,0.00409769252179998,3.172292958907576,3.159293877772902,7.467748977898832,68.76763361828885,155.3271807887101,60.65093976227173,3.18529204004225,0.1744392227793163,2458652.80904612,2063.756042157086,5.65025610446841,835.3767552,0.0016947,6.3952,MBA,0.43967
N,N,16.6,2459000.5,0.2563362413021136,3.148964514705344,2.341770787012042,13.43219960100952,356.5235660870748,115.2069189766321,305.2470795519216,3.956158242398646,0.1763812531797608,2459310.923695608,2041.033236299224,5.58804445256461,542.4796298,2.0538e-05,8.5831e-05,MBA,0.53837
N,N,14.8,2459000.5,0.08893011120030543,2.987204070071223,2.721551679941784,10.17734935919739,320.1975703696596,58.73437770538381,42.25668993937916,3.252856460200662,0.190900354730278,2458779.145304253,1885.80058171522,5.16304060702319,676.5370197,5.8101e-06,4.011e-05,MBA,0.50477
N,N,17.0,2459000.5,0.1383463007524604,2.696513448904093,2.323460788318953,4.70294398377096,281.9113117599837,33.55915131064941,215.8436269122693,3.069566109489233,0.2225872007711041,2459648.1399927237,1617.343669145663,4.42804563763357,510.3419712,7.9731e-06,0.00011851,MBA,0.56644
Y,N,18.3,2459000.5,0.4031624407049511,2.157862792148285,1.287893562159382,6.897458082473412,40.51847156440053,257.9098209487717,135.6871328275733,3.027832022137188,0.3109340860351308,2458564.114479976,1157.801656905913,3.1698881777027,117.96793459,9.2946e-06,5.2452e-05,AMO,0.62668
N,N,18.21,2459000.5,0.1571945779480533,2.387658418991926,2.012331461534374,5.332150432584309,13.39730945349624,65.99388024493612,327.6105706391272,2.762985376449478,0.2671442183953172,2459121.743235416,1347.586716128274,3.68949135148056,402.6547405,9.95e-06,7.8555e-05,MBA,0.60668
N,N,18.788,2459000.5,0.2614754873324465,2.438170403342033,1.800648608928628,5.615035098620648,42.34470715099212,252.270151295633,113.2883810303645,3.075692197755439,0.2588856577567705,2458562.8999335766,1390.575295361588,3.80718766697218,309.22358524,1.5801e-05,0.00082142,MBA,0.53083
N,N,18.0,2459000.5,0.2260221452184979,2.245255426549011,1.73777797847693,2.603867059124127,124.0510975548992,210.1787070252948,156.1977957055581,2.752732874621092,0.2929580538039289,2458467.3253912893,1228.844864735963,3.3643938801806,283.43056515,6.2692e-06,0.00014424,MBA,0.61234
N,N,17.623,2459000.5,0.05925551029942428,3.044177712944489,2.863793409121829,11.08459549190407,17.95895550912903,8.617893772266621,154.9321086259451,3.224562016767149,0.1855662839071659,2458165.5848130174,1940.007594160256,5.31145131871391,726.8722675,0.3585,4.4711,MBA,0.6437
N,N,16.1,2459000.5,0.06552296166729264,3.037107227481397,2.838106967035676,12.47528115429654,142.1820640145955,72.72172092265303,262.3169956768742,3.236107487927117,0.1862146675195979,2459525.0720201544,1933.252652947503,5.29295729759754,725.8098334,6.6187e-06,6.3341e-05,MBA,0.56987
N,N,17.4,2459000.5,0.1588335487244776,2.476569329411149,2.083207034158576,5.136840000442014,278.6722547440284,100.2955328771633,225.3426617040264,2.869931624663722,0.2528880680445473,2459532.9780221432,1423.55470854633,3.89748037931918,425.3161096,7.5262e-06,9.8895e-05,MBA,0.56683
N,N,18.1,2459000.5,0.2783847394963814,2.754483860551503,1.987677588584885,10.81037467502196,3.124752231710679,307.5329199052268,67.5844626185695,3.52129013251812,0.2155975025989804,2458687.024835381,1669.778154478968,4.57160343457623,387.37748298,0.00081948,0.033164,MBA,0.31569
N,N,16.3,2459000.5,0.2420021617893322,3.15305297047603,2.390007335384555,16.98055901384349,67.74592509075882,297.6635703296013,102.3975329499145,3.916098605567505,0.1760383031198714,2458418.822426795,2045.009487252679,5.59893083436736,561.8953211,1.244e-05,4.6502e-05,MBA,0.47619
N,N,15.5,2459000.5,0.2178021072153857,2.373566865661675,1.856599000703944,2.650868765937468,30.34961549958213,15.79605979979736,117.7560515995932,2.890534730619406,0.2695267458308264,2458563.6006813934,1335.674494530353,3.6568774662022,337.13057677,4.1443e-06,9.6085e-05,MBA,0.49506
N,N,18.4,2459000.5,0.1059687157511339,2.544994934070099,2.275305089313549,4.094226408119023,125.2577143852403,18.57249536987526,137.8893985023339,2.814684778826649,0.2427580781341136,2458432.4884241866,1482.957859804423,4.06011734374928,501.3365774,0.0012545,0.34831,MBA,0.72094
N,N,15.1,2459000.5,0.1457651095744634,2.843789752192737,2.429264427357626,12.18649208471785,352.8735865980161,311.24809927,317.3983356165485,3.258315077027848,0.2055217771332312,2459207.7854029275,1751.639193770823,4.79572674543689,558.2760401,8.6895e-06,4.1805e-05,MBA,0.66061
N,N,16.5,2459000.5,0.07009228432559987,2.322935240538749,2.160115403188951,9.696199123499383,335.7022852418007,245.5564791480814,344.2046079374872,2.485755077888546,0.2783866596979901,2459057.2390408707,1293.165413854776,3.54049394621431,456.9867642,6.3534e-06,5.0289e-05,MBA,0.59737
N,N,16.2,2459000.5,0.07943956477520558,3.054968783527862,2.81228339296257,8.695186161956173,304.0026509184868,301.1130481119865,67.97857783882627,3.297654174093155,0.1845839385978663,2458632.2199732806,1950.332205145402,5.33971856302643,704.6779024,8.7067e-06,7.9445e-05,MBA,0.6832
N,N,15.3,2459000.5,0.02849738617296712,2.637287642850759,2.562131838443247,21.30935960339687,209.2869879637163,199.6606601016584,146.6504807993085,2.712443447258271,0.2301271315048937,2458363.241455819,1564.352702116502,4.28296427684189,611.6234637,6.3168e-06,8.376e-05,MBA,0.53503
N,N,17.0,2459000.5,0.1258706333721649,3.054298181480144,2.669851734869787,15.00255262223875,211.8437691314347,132.3354983206818,6.362850756163527,3.438744628090501,0.1846447328396266,2458966.040036489,1949.69005865268,5.33796046174587,657.6467079,8.1037e-06,9.5355e-05,MBA,0.67084
N,N,17.3,2459000.5,0.02489250130364602,2.711917622884559,2.644411209921524,9.18044403579376,163.2735392630219,105.6106013282945,194.3832801983294,2.779424035847594,0.2206933941655214,2459750.9380474454,1631.222363320933,4.4660434314057,640.4531773,8.7334e-06,0.00019615,MBA,0.62986
N,N,15.9,2459000.5,0.1860871928977804,3.164230864034284,2.575408024865625,26.18802178008917,0.3707484715363528,56.886816897183,192.4055599418335,3.753053703202942,0.1751063237490127,2459957.601014229,2055.89376952487,5.62873037515365,647.0612839,2.557e-05,5.9575e-05,MBA,0.71946
N,N,17.1,2459000.5,0.1333003856522866,2.573152186676875,2.230150007850823,9.560418405374412,133.2442084503951,310.930263736721,80.336642396415,2.916154365502927,0.2387843527139267,2458664.0598543906,1507.636475792426,4.12768371195736,490.1168063,1.1067e-05,0.00011192,MBA,0.58633
N,N,18.5,2459000.5,0.1841195612736884,2.341312132502028,1.910230769860991,1.693462376854632,35.65132955975306,12.1461171371574,79.4047881687602,2.772393495143065,0.2751155261365194,2458711.876565024,1308.541197421765,3.58259054735596,358.10683977,8.4343e-06,0.00024085,MBA,0.61503
N,N,13.3,2459000.5,0.04178894717976371,5.268519977942293,5.048354074868532,3.893339758762268,68.27596458808664,356.9025104760236,274.5408664848111,5.488685881016053,0.08150253690051046,2460049.0456866147,4417.0404221828,12.0931975966675,1580.7501645,6.494e-06,0.00015053,TJN,0.51931
N,N,17.5,2459000.5,0.04985924350674314,1.987905267320567,1.888789814528893,17.7903421042644,275.6479317452207,295.2785202809238,84.72320197101045,2.08702072011224,0.3516499396459732,2458759.569482405,1023.74537690077,2.80286208597062,354.88334466,1.4405e-05,0.00012936,IMB,0.50978
N,N,17.0,2459000.5,0.1611862291527109,2.388904802292994,2.003846245406584,3.189831763566662,127.8257000000584,312.9304895009487,284.0308967806119,2.773963359179404,0.266935176583363,2459285.0975723085,1348.64203589733,3.69238065954094,397.4476459,7.2341e-06,0.00011495,MBA,0.55189
N,N,17.8,2459000.5,0.07390805049554362,2.361563180557678,2.187024649760605,7.904302363938343,49.15696750138564,73.10970034722138,34.95694036698481,2.536101711354752,0.2715843375746296,2458871.785138609,1325.555086184138,3.6291720360962,474.1141359,7.5944e-06,8.1691e-05,MBA,0.50196
N,N,15.9,2459000.5,0.2415426421510928,2.29381041343439,1.739757385579757,1.372528427753633,73.94327896172875,258.7125495804402,125.0163039320464,2.847863441289023,0.2837055252369766,2458559.8448388865,1268.921356745856,3.47411733537538,284.11550435,3.891e-06,0.00017459,MBA,0.57346
N,N,17.3,2459000.5,0.2194790402070578,2.729923959611213,2.130762869117493,9.023012571431243,201.5866162704068,202.4058537390963,320.9135482315337,3.329085050104933,0.2185134875638683,2459179.374321234,1647.495557429961,4.51059700870626,444.5294325,9.0675e-06,7.708e-05,MBA,0.59271
N,N,16.9,2459000.5,0.06040584258910299,2.803263678746881,2.633930174232747,3.087674344329818,20.86177868237942,19.40411661847649,128.8315241213701,2.972597183261015,0.2099946105765317,2458387.000807008,1714.329710708454,4.69357894786709,638.9042807,6.8431e-06,0.00015777,MBA,0.64503
N,N,17.0,2459000.5,0.1131628257729719,2.584757632196097,2.29225915459853,14.57273095403984,106.3153079961257,226.926943802336,345.7305822012609,2.877256109793663,0.2371779627430098,2459060.66333741,1517.847593581331,4.15564022883321,507.0924017,5.7982e-06,6.0992e-05,MBA,0.65272
N,N,18.4,2459000.5,0.2190603272083115,2.343410252809981,1.830062036046115,3.00594655458019,24.9247735515802,9.676433506831096,239.4594367179806,2.856758469573847,0.2747461309883961,2459439.23434304,1310.300526179947,3.58740732698137,325.61620398,8.9828e-06,0.00018946,MBA,0.52429
N,N,16.5,2459000.5,0.2081493734376037,2.886862626199814,2.285963979355888,15.4474928983935,248.9857890518601,170.4337710456414,167.5299682217079,3.487761273043741,0.2009393054333945,2458166.765814145,1791.585768765034,4.90509450722802,506.0494261,1.2612e-05,7.7713e-05,MBA,0.50415
N,N,15.3,2459000.5,0.1444015449820776,2.311777152518122,1.977952960040237,5.677347313865087,35.70444392618123,24.58836317475397,324.9235002848343,2.645601344996007,0.2804045929792683,2459125.5924578034,1283.859141446433,3.51501476097586,385.98386521,6.0851e-06,6.1252e-05,MBA,0.58685
N,N,16.1,2459000.5,0.1159291006646217,2.623936653158381,2.319746036756793,13.43831992875846,334.8286936338782,220.3127460612155,128.8931055885635,2.92812726955997,0.2318857466894204,2458444.652530163,1552.488693848748,4.25048239246748,520.4642829,6.4953e-06,4.1644e-05,MBA,0.5927
N,N,17.1,2459000.5,0.212757078666112,2.392941246495483,1.883826057471459,2.577578354098657,349.1859448110995,30.52551668883491,15.48487626112977,2.902056435519506,0.2662600569282632,2458942.343037068,1352.06160530865,3.70174293034538,345.0692556,9.9741e-06,0.00013175,MBA,0.65498
N,N,17.884,2459000.5,0.07318565648943831,2.561860114480161,2.374368700167823,5.704788254621914,235.5998252896137,332.9994541847781,35.87636607007742,2.749351528792499,0.240364848383471,2458851.2420435585,1497.723158860844,4.10054252939314,533.2057087,0.0082422,1.733,MBA,0.49892
N,N,15.7,2459000.5,0.06465375162415994,3.237747207993979,3.028414704186519,12.54777317984754,212.2591946134218,96.01584084305618,215.1686522576434,3.447079711801438,0.1691763565495959,2459856.5968606737,2127.956928156578,5.8260285507367,797.6078067,1.3683e-05,0.00011182,OMB,0.50118
N,N,18.0,2459000.5,0.3439981973113923,3.04487695092314,1.997444768770571,18.09765916908156,282.9124438193404,151.0575335859768,150.8451384122969,4.092309133075709,0.1855023662781264,2458187.329033835,1940.676052941808,5.31328145911515,400.9307174,9.5542e-05,0.00084933,MBA,0.72364
N,N,13.5,2459000.5,0.0435265745535935,5.180439930281914,4.954953125436086,8.193992043216968,210.35012332,182.7425044364269,322.7069470357641,5.405926735127743,0.08358995868515808,2459446.642737128,4306.737384043238,11.791204336874,1541.4556696,8.4339e-06,0.00011072,TJN,0.60812
N,N,16.3,2459000.5,0.203533128011457,2.533118311183589,2.017544817685294,14.44527171433228,240.9282863513998,171.9290318776395,303.2926520021022,3.048691804681884,0.2444673486406934,2459232.4628707604,1472.589292605742,4.03172975388294,400.8918004,8.3209e-06,2.364e-05,MBA,0.59242
N,N,19.0,2459000.5,0.1805321543063561,2.33660976156734,1.914776567538327,5.954951802767427,144.2047155555619,151.5281542927241,236.3081110328871,2.758442955596352,0.2759464389013956,2459448.746005492,1304.600999502804,3.57180287338208,350.81262646,0.00042824,0.0054196,MBA,0.35679
N,N,18.783,2459000.5,0.2695582858456684,2.388620938198168,1.744748372562398,12.01704005723549,4.628816378924945,1.656517356183123,129.541935854555,3.032493503833939,0.2669827619257564,2458515.292884304,1348.401662351932,3.69172255264047,289.27628772,0.0061985,0.027914,MBA,0.48882
N,N,17.8,2459000.5,0.08684524592116494,2.430568082732502,2.219484799859463,2.983696416130233,128.5607852939576,222.9703482752574,144.9887204073836,2.64165136560554,0.2601012192314972,2458443.0680862404,1384.076557056006,3.78939509118687,472.6197231,6.3347e-06,0.00012611,MBA,0.67343
N,N,16.2,2459000.5,0.0802984312228623,2.747213602043293,2.526616659565108,7.362922670370112,171.8577663958477,190.5211594665084,173.9428350599264,2.967810544521478,0.2164539082396474,2458196.897808316,1663.171632832914,4.55351576408738,593.0055709,6.0473e-06,5.5725e-05,MBA,0.56901
N,N,15.6,2459000.5,0.1867336665398346,2.68593976068738,2.1843843810691,11.19291421766917,3.165862765518286,145.0059449439708,80.5555462655882,3.187495140305661,0.2239028757297865,2458640.721028859,1607.840001280109,4.40202601308722,468.7747235,8.0097e-06,3.062e-05,MBA,0.53628
N,N,17.6,2459000.5,0.1545203373707354,2.166483473993867,1.831717716684212,2.128819404325184,8.317384400183808,102.6743501282681,265.7946243933682,2.501249231303522,0.3090800707899918,2459305.2927851374,1164.746724303057,3.18890273594266,330.69759667,6.5345e-06,0.00015004,MBA,0.58109
N,N,16.7,2459000.5,0.1201197303679892,3.14204783187082,2.764625893503172,10.69382207374568,166.5489241180387,186.2481926869429,320.8279120207271,3.519469770238468,0.1769639834863122,2459221.8562737885,2034.312253305742,5.5696434039856,684.6706727,2.2831e-05,0.00011609,MBA,0.63146
N,N,18.3,2459000.5,0.1590731415741615,2.367997809323203,1.991312958553429,2.38215354339233,1.818676966816478,183.6786218554839,13.04755054491313,2.744682660092978,0.2704781139861515,2458952.261159701,1330.976450162737,3.64401492173234,386.4380266,8.951e-06,0.00016473,MBA,0.49181
N,N,17.6,2459000.5,0.2864335858503199,2.587471562319313,1.846332804438463,5.669117053580823,48.63416030293274,359.0059519217371,176.0181969998544,3.328610320200163,0.2368049061199125,2458257.195311411,1520.238773337341,4.16218692221038,333.26105946,7.3205e-06,0.00011636,MBA,0.60068
N,N,16.4,2459000.5,0.04893500122101186,2.283852948879888,2.172092602037839,6.123886695113452,153.0572583018082,20.24615656779601,111.0441983627747,2.395613295721937,0.2855629552484341,2458611.639343105,1260.66772101727,3.45152011229916,458.675762,4.7061e-06,5.9812e-05,MBA,0.59943
N,N,15.0,2459000.5,0.2002043967289281,2.317103392942596,1.853209105999971,4.375772442896306,181.2363540815514,169.7497491130646,83.28359980197759,2.780997679885221,0.2794383151974363,2458702.4607001883,1288.298634872755,3.52716943154758,329.90291153,5.1186e-06,4.4184e-05,MBA,0.54305
N,,17.5,2458600.5,0.1014162,2.602862,2.3388896,3.49831,285.75413,277.15975,357.07179,2.8668344,0.23470771,2458612.9759856,1533.8226426,4.19937752936345,0.0,,,MBA,0.27
N,N,14.8,2459000.5,0.1237603640963747,2.633795346594143,2.307835875544314,9.608137571003462,189.7042429726488,317.2421564165903,57.28720684957484,2.959754817643971,0.2305849908088778,2458752.0570868314,1561.246457270017,4.27445984194392,516.9384027,5.267e-06,3.2355e-05,MBA,0.50991
N,N,16.7,2459000.5,0.2635967128793273,2.666466880062436,1.963594975476383,14.69319937677662,47.17623781489151,328.2471535011875,36.75320598512273,3.36933878464849,0.2263600511063432,2458838.133867789,1590.386635099641,4.35424130075193,381.97852757,7.0162e-06,2.5915e-05,MBA,0.66336
N,N,16.9,2459000.5,0.1494419864550556,2.606193828198546,2.21671904542565,30.55616392941117,298.3333311139138,96.34654576147102,176.4376982424312,2.995668610971443,0.2342577706390622,2458247.3224308584,1536.768658806533,4.20744328215341,547.4220888,2.607e-05,0.0001334,MBA,0.46787
N,N,17.5,2459000.5,0.1347764802754839,2.227056747744158,1.926901877909434,1.666918223994709,234.4992134753752,46.2097021100678,140.9001536094094,2.527211617578882,0.2965562960108239,2458525.378899876,1213.934773405925,3.32357227489644,354.49650968,8.0265e-06,0.00020714,MBA,0.62475
N,N,17.0,2459000.5,0.2045456061998703,2.67063918962293,2.124371677640378,19.27261893366486,171.7774589806209,149.413597015645,284.5227214196514,3.216906701605483,0.2258297987012618,2459334.7219627984,1594.120891354222,4.36446513717788,440.7467001,6.8513e-06,5.1733e-05,MBA,0.64243
N,N,14.9,2459000.5,0.2547354540148082,2.663795674524144,1.985232473971553,12.4096665459157,149.6963543893183,142.1584748277129,125.4885754686053,3.342358875076733,0.2267006210231742,2458446.9568517623,1587.997414277923,4.34769997064455,383.33128249,3.6274e-06,2.7691e-05,MBA,0.52388
N,N,19.138,2459000.5,0.2272406657223909,2.930883810263143,2.264867822063969,7.199386427851159,155.7798926209097,214.5928584969469,37.50960713969383,3.596899798462318,0.1964292556764876,2458809.542665205,1832.720888546805,5.01771632730131,493.6271197,0.00022155,0.0051838,MBA,0.21502
